Date,Narration,Withdrawal_Amt,True_Category
25/10/2025,UPI-ZOMATO-PAYZOMATO@HDFCBANK-HDFC0MERUP I-129750337583-PAYMENT FROM PHONE,428.45,Food & Dining
25/10/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@YBL-YES B0YBLUPI-786438773238-PAYMENT FOR 100006,1634.26,Transport
25/10/2025,UPI-EKART-EKART2.PAYU@AXISBANK-UTIB00001 00-779734018464-UPIQR,1031.42,Shopping
25/10/2025,UPI-DHAKAD ELECTRICALS-MAB.2565390616 86@AXISBANK-UTIB0000100-259784430624-PAY MENT FROM PHONE,1441.55,Shopping
25/10/2025,UPI-SHAILENDRA PRAJAPAT-PAYTM.S22705@PT Y-YESB0MCHUPI-926829862456-PAYMENT FROM PHONE,40770.47,Transfers
26/10/2025,UPI-BLINKIT-BLINKIT.PAYU@HDFCBANK-HDFC0M ERUPI-487161611474-UPIINTENT,719.22,Food & Dining
27/10/2025,UPI-NETFLIX COM-NETFLIXUPI.PAYU@HDFCBANK -HDFC0MERUPI-281778059275-MONTHLY AUTOPA Y. C,779.98,Food & Dining
28/10/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-161121021824-BLINKIT PAYMENT,2407.63,Groceries
28/10/2025,UPI-AIRTEL RECHARGE-AIRTELPREDIRECT3@YBL -YESB0YBLUPI-194886788726-PAYMENT FROM P HONE,1799.21,Bills & Utilities
28/10/2025,UPI-KALA KUNJ KOTA-VYAPAR.904005505001@H DFCBANK-HDFC0MERUPI-202394459735-PAYMENT FROM PHONE,37388.11,Transfers
01/11/2025,UPI-NETFLIX COM-NETFLIXUPI.PAYU@HDFCBANK -HDFC0MERUPI-209912527064-MONTHLY AUTOPA Y. C,597.53,Food & Dining
03/11/2025,UPI-SWIGGY-9948978087@HDFCBANK-HDFC0MERUP I-287964517293-SWIGGY FOOD,680.12,Food & Dining
03/11/2025,UPI-SWIGGY-9340933280@HDFCBANK-HDFC0MERUP I-960316344123-SWIGGY FOOD,444.93,Food & Dining
03/11/2025,UPI-OLA CABS-7452220776@PTYBL YESB0PTMUPI-639921046823-AUTO PAYMENT,865.18,Transport
03/11/2025,UPI-VIJAY SHREE TRADERS-SURENDRAGOYAL61@ OKSBI-BKID0008860-377730659266-PAYMENT F ROM PHONE,33209.68,Transfers
04/11/2025,UPI-JAIN GENERAL AND STA-Q444643326@YBL- YESB0YBLUPI-668970602981-PAYMENT FROM PH ONE,2291.89,Groceries
04/11/2025,UPI-MAHESH KUMAR MALI-7242935822@YBL-SBI N0030057-640497017566-PAYMENT FROM PHONE,24068.11,Transfers
05/11/2025,UPI-FLIPKART PAYMENTS-PAYTM-28913779@PTY BL-YESB0PTMUPI-902656907681-PAYMENT FROM PHONE,2280.16,Shopping
05/11/2025,UPI-DHAKAD ELECTRICALS-MAB.9891612770 89@AXISBANK-UTIB0000100-172019967503-PAY MENT FROM PHONE,1938.7,Shopping
05/11/2025,UPI-EKART-EKART2.PAYU@AXISBANK-UTIB00001 00-166829319914-UPIQR,5229.89,Shopping
06/11/2025,UPI-EKART-EKART2.PAYU@AXISBANK-UTIB00001 00-363098829877-UPIQR,4212.96,Shopping
06/11/2025,UPI-EKART-EKART2.PAYU@AXISBANK-UTIB00001 00-725588334968-UPIQR,3935.55,Shopping
06/11/2025,UPI-MR SIDDHARTH CHHABR-Q308548913@YBL-217880192352 YESB0YBLUPI-470212121189-PAYMENT FROM PH ONE,21424.31,Transfers
06/11/2025,UPI-SHAILENDRA PRAJAPAT-PAYTM.S22948@PT Y-YESB0MCHUPI-920884180457-PAYMENT FROM PHONE,576.47,Transfers
06/11/2025,UPI-DINESH KUMAR PATIDA-SURESHSINGH39-1@O KHDFCBANK-HDFC6996636-586674174530-PAYME NT FROM PHONE,19177.85,Transfers
06/11/2025,UPI-KALA KUNJ KOTA-VYAPAR.328230062216@H DFCBANK-HDFC0MERUPI-549116033287-PAYMENT FROM PHONE,40894.97,Transfers
07/11/2025,UPI-AMAZON PAY-7558048482@AMAZON UTIB0000100-622335636772-ORDER PAYMENT,3376.79,Shopping
07/11/2025,UPI-EKART-EKART@YBL-YESB0YBLUPI-17282906 3750-PAYMENT FOR REFCL4,5263.78,Shopping
09/11/2025,UPI-NETFLIX COM-NETFLIXUPI.PAYU@HDFCBANK -HDFC0MERUPI-698245269228-MONTHLY AUTOPA Y. C,565.9,Food & Dining
09/11/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTOMARKETPLAC 911149.RZP@RXAXIS-UTIB0000RZP-333913391232 73-PAYMENT FROM PHONE,2821.94,Groceries
10/11/2025,UPI-UBER-9372068096@HDFCBANK HDFC0MERUPI-155732254040-RIDE PAYMENT,773.04,Transport
11/11/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-649688944814-BLINKIT PAYMENT,2047.22,Groceries
11/11/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@AXL-UTI B0AXLUPI-721452193563-PAYMENT FOR 100006,655.77,Transport
11/11/2025,UPI-EKART-EKART2.PAYU@AXISBANK-UTIB00001 00-487321906108-UPIQR,2527.0,Shopping
12/11/2025,UPI-NETFLIX COM-NETFLIXUPI.PAYU@HDFCBANK -HDFC0MERUPI-435564712911-MONTHLY AUTOPA Y. C,615.74,Food & Dining
13/11/2025,UPI-VIJAY JUICE POINT-PAYTM.S32930@PTY- YESB0MCHUPI-168462383300-PAYMENT FROM PH ONE,346.7,Food & Dining
13/11/2025,UPI-RAVI CARPENTER-8257314149@YBL-SBIN0 98482-889141065678-PAYMENT FROM PHONE,1371.21,Transport
13/11/2025,UPI-AMAZON PAY-7856506811@AMAZON UTIB0000100-982767399921-ORDER PAYMENT,2635.26,Shopping
13/11/2025,NACH/BAJAJ FINANCE/EMI DEBIT,19936.07,EMI & Loans
14/11/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@YBL-YES B0YBLUPI-261065744552-PAYMENT FOR 100006,1612.68,Transport
14/11/2025,UPI-TAKEUFORWARD-TAKEUFORWARD950238.RZP@ RXAIRTEL-AIRP0000011-231896534996-PAYMEN TTOTAKEUFORW,4465.19,Education
14/11/2025,UPI-SHAILENDRA PRAJAPAT-PAYTM.S49683@PT Y-YESB0MCHUPI-813197480872-PAYMENT FROM PHONE,17566.35,Transfers
14/11/2025,UPI-KWATRA-IBKPOS.EP912649@ICICI-ICIC000 9253-783984402809-PAYMENT FROM PHONE,2508.53,Transfers
15/11/2025,UPI-ZOMATO-PAYZOMATO@HDFCBANK-HDFC0MERUP I-963038558471-PAYMENT FROM PHONE,702.84,Food & Dining
15/11/2025,UPI-AIRTEL RECHARGE-AIRTELPREDIRECT3@AXL -UTIB0AXLUPI-701266807763-PAYMENT FROM P HONE,1035.46,Bills & Utilities
15/11/2025,UPI-APOLLO PHARMACIES LI-SBIPMOPAD.02PYM 369247741143-PAYMENT FROM PHONE,392.76,Healthcare
16/11/2025,UPI-BLINKIT-BLINKIT.PAYU@HDFCBANK-HDFC0M ERUPI-568702366329-UPIINTENT,248.56,Food & Dining
16/11/2025,UPI-JAIN DAIRY COLDRINKS-Q908118790@YBL- YESB0YBLUPI-322086215489-PAYMENT FROM PH ONE,466.49,Food & Dining
16/11/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-422516793815-BLINKIT PAYMENT,2761.3,Groceries
16/11/2025,UPI-BPCL UFILL 5-PAYTMQR39346387@PAYTM-YE SB0PTMUPI-480856370225-PAYMENT FROM PHON E,1112.8,Transport
16/11/2025,UPI-KALA KUNJ KOTA-VYAPAR.540759822522@H DFCBANK-HDFC0MERUPI-460918533861-PAYMENT FROM PHONE,34506.74,Transfers
17/11/2025,UPI-CHAAYOS-7288036615@HDFCBANK HDFC0MERUPI-646594078597-PAYMENT FROM PHONE,228.86,Food & Dining
17/11/2025,UPI-RAVI CARPENTER-9705868568@YBL-SBIN0 41283-794598142911-PAYMENT FROM PHONE,479.08,Transport
17/11/2025,UPI-VIJAY SHREE TRADERS-SURENDRAGOYAL75@ OKSBI-BKID0008860-844269516365-PAYMENT F ROM PHONE,27631.08,Transfers
17/11/2025,UPI-MR SIDDHARTH CHHABR-Q886260976@YBL-495905616395 YESB0YBLUPI-471170103099-PAYMENT FROM PH ONE,32272.03,Transfers
20/11/2025,UPI-AIRTEL RECHARGE-AIRTELPREDIRECT2@AXL -UTIB0AXLUPI-604721697720-PAYMENT FROM P HONE,1186.18,Bills & Utilities
20/11/2025,UPI-VIJAY SHREE TRADERS-SURENDRAGOYAL70@ OKSBI-BKID0008860-241007151986-PAYMENT F ROM PHONE,43541.47,Transfers
21/11/2025,UPI-ZOMATO LIMITED-ZOMATOFD.PAYU@HDFCBANK K-HDFC0MERUPI-536579498700-UPIINTENT,712.71,Food & Dining
21/11/2025,UPI-OLA CABS-7259756656@PTYBL YESB0PTMUPI-166727007944-AUTO PAYMENT,1151.93,Transport
21/11/2025,UPI-BPCL UFILL 6-PAYTMQR66775875@PAYTM-YE SB0PTMUPI-506934350376-PAYMENT FROM PHON E,1637.56,Transport
21/11/2025,UPI-KALA KUNJ KOTA-VYAPAR.444212325955@H DFCBANK-HDFC0MERUPI-627321040431-PAYMENT FROM PHONE,7131.87,Transfers
22/11/2025,UPI-EKART-EKART2.PAYU@AXISBANK-UTIB00001 00-547053667150-UPIQR,2997.78,Shopping
22/11/2025,UPI-RAKESH KUMAR PATIDA-KAMLESHPAT59-2@O KHDFCBANK-HDFC6707734-676650687317-PAYME NT FROM PHONE,23993.71,Transfers
23/11/2025,UPI-ZOMATO LIMITED-ZOMATOFD.PAYU@HDFCBANK K-HDFC0MERUPI-589336217411-UPIINTENT,415.73,Food & Dining
23/11/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTO.PAYU@AXIS BANK-UTIB0000100-742679423479-PAYMENT FR OM PHONE,2881.14,Groceries
23/11/2025,UPI-APOLLO PHARMACIES LI-SBIPMOPAD.02PYM 333140715050-PAYMENT FROM PHONE,392.39,Healthcare
23/11/2025,UPI-APOLLO PHARMACIES LI-SBIPMOPAD.02PYM 803616521795-PAYMENT FROM PHONE,1222.0,Healthcare
23/11/2025,UPI-SRN PRINTERS-BHARATPE.37679280900@FB PE-FDRL0001382-867069485767-PAY TO BHARA TPE ME,1148.12,Education
24/11/2025,UPI-BPCL UFILL 5-PAYTMQR65829013@PAYTM-YE SB0PTMUPI-671342969441-PAYMENT FROM PHON E,1084.14,Transport
24/11/2025,UPI-JABIR HUSAIN TAI-7386987341@YBL-SBIN 27383-160540055804-PAYMENT FROM PHONE,38318.99,Transfers
25/11/2025,UPI-CHAAYOS-9669227679@HDFCBANK HDFC0MERUPI-723473847461-PAYMENT FROM PHONE,783.67,Food & Dining
25/11/2025,UPI-RAVI CARPENTER-9813364464@YBL-SBIN0 42300-517330914027-PAYMENT FROM PHONE,1305.44,Transport
26/11/2025,UPI-ZERODHA-7170157656@ZERODHA,5766.38,Investment
27/11/2025,BBPS/BESCOM/ELECTRICITY/BILL PAY,986.45,Bills & Utilities
27/11/2025,UPI-SHAILENDRA PRAJAPAT-PAYTM.S27894@PT Y-YESB0MCHUPI-747803535725-PAYMENT FROM PHONE,13186.72,Transfers
27/11/2025,UPI-AVIRAL MITTAL-AVIRAL.23@YBL-SBIN003 0057-393424879815-PAYMENT FROM PHONE,20159.39,Transfers
28/11/2025,UPI-SAMRIYA KIRANA STORE-VYAPAR.22673668 9277@HDFCBANK-HDFC0MERUPI-649834843761-P AYMENT FROM PHONE,1823.39,Groceries
28/11/2025,UPI-AIRTEL RECHARGE-AIRTELPREDIRECT1@AXL -UTIB0AXLUPI-629932203656-PAYMENT FROM P HONE,80.14,Bills & Utilities
28/11/2025,UPI-JABIR HUSAIN TAI-8146510994@YBL-SBIN 78266-474511807382-PAYMENT FROM PHONE,31225.17,Transfers
