Date,Narration,Chq./Ref.No.,Value Dt,Withdrawal Amt.,Deposit Amt.,Closing Balance
15/07/2025,UPI-VIJAY SHREE TRADERS-SURENDRAGOYAL69@ OKSBI-BKID0008860-873936879092-PAYMENT F ROM PHONE,5395962304981671,15/07/2025,29108.68,,-963110.04
16/07/2025,UPI-RACHANA RAWAT-844131015R@AXL-FINO00 20001-638948073725-PAYMENT FROM PHONE,8243238139692342,16/07/2025,,39539.88,-923570.16
16/07/2025,UPI-DEVKARAN MEENA-7828899380@YBL-FINO00 81932-664514209464-PAYMENT FROM PHONE,5252266541910500,16/07/2025,,10379.84,-913190.32
16/07/2025,UPI-RACHANA RAWAT-245200301R@AXL-FINO00 30001-644447534492-PAYMENT FROM PHONE,1339588986548814,16/07/2025,,29933.86,-883256.46
16/07/2025,UPI-SWIGGY-9839494826@HDFCBANK-HDFC0MERUP I-660507632805-SWIGGY FOOD,2370980570752024,16/07/2025,512.25,,-883768.71
16/07/2025,UPI-MR SIDDHARTH CHHABR-Q880839388@YBL-811411157067 YESB0YBLUPI-560184737804-PAYMENT FROM PH ONE,3632195350372335,16/07/2025,9500.61,,-893269.32
17/07/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTOMARKETPLAC 396035.RZP@RXAXIS-UTIB0000RZP-571328634367 51-PAYMENT FROM PHONE,1654482511340872,17/07/2025,2129.7,,-895399.02
17/07/2025,UPI-APOLLO PHARMACIES LI-SBIPMOPAD.02PYM 503375254265-PAYMENT FROM PHONE,1695208924929610,17/07/2025,900.02,,-896299.04
17/07/2025,UPI-VIJAY SHREE TRADERS-SURENDRAGOYAL73@ OKSBI-BKID0008860-541670590904-PAYMENT F ROM PHONE,8391805141624722,17/07/2025,11750.12,,-908049.16
17/07/2025,UPI-AVIRAL MITTAL-AVIRAL.23@YBL-SBIN003 0057-636096720462-PAYMENT FROM PHONE,8076818121853887,17/07/2025,16588.26,,-924637.42
17/07/2025,UPI-JABIR HUSAIN TAI-9181931127@YBL-SBIN 74439-350898746019-PAYMENT FROM PHONE,8635228474983739,17/07/2025,33980.56,,-958617.98
18/07/2025,UPI-SAYUSH MITTAL-SAYUSHMITTAL90@OKHDFCB ANK-HDFC0005830-409278228999-UPI,3968647546410756,18/07/2025,,23822.65,-934795.33
18/07/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-411187032340-BLINKIT PAYMENT,5617555979700388,18/07/2025,501.97,,-935297.3
18/07/2025,UPI-OLA CABS-7475078945@PTYBL YESB0PTMUPI-351201478469-AUTO PAYMENT,7025868985719916,18/07/2025,1027.22,,-936324.52
18/07/2025,UPI-VIJAY SHREE TRADERS-SURENDRAGOYAL40@ OKSBI-BKID0008860-955580483910-PAYMENT F ROM PHONE,4835258781388275,18/07/2025,4691.97,,-941016.49
19/07/2025,UPI-GHANSHYAM GURJAR-GHANSHYAMG720@AXL 3513106-330710950306-PAYMENT FROM PH ONE,3721901168766944,19/07/2025,,4478.05,-936538.44
19/07/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-906084866287-BLINKIT PAYMENT,8905228390609531,19/07/2025,162.14,,-936700.58
19/07/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@AXL-UTI B0AXLUPI-525321849967-PAYMENT FOR 100006,9142131028363563,19/07/2025,1134.52,,-937835.1
20/07/2025,ACH/HDFC MF/SIP/EQUITY FUND,8977772714545458,20/07/2025,3414.59,,-941249.69
21/07/2025,UPI-APOLLO PHARMACIES LI-SBIPMOPAD.02PYM 161771831638-PAYMENT FROM PHONE,9715818498341120,21/07/2025,814.66,,-942064.35
22/07/2025,UPI-GHANSHYAM GURJAR-GHANSHYAMG868@AXL 2155141-375989255965-PAYMENT FROM PH ONE,3615441238487209,22/07/2025,,22911.78,-919152.57
22/07/2025,UPI-RACHANA RAWAT-994468782R@AXL-FINO00 40001-867453460443-PAYMENT FROM PHONE,4615057301644751,22/07/2025,,16581.08,-902571.49
22/07/2025,UPI-OLA CABS-7151453828@PTYBL YESB0PTMUPI-746750455452-AUTO PAYMENT,4707278305511466,22/07/2025,177.0,,-902748.49
23/07/2025,UPI-RADESHYAM CHAUDHARY-DIMPALCHOUDHARY 3134@AXL-SBIN0030057-581363565705-PAYMENT T FROM PHONE,7463675173211599,23/07/2025,,8770.03,-893978.46
23/07/2025,UPI-RACHANA RAWAT-336692587R@AXL-FINO00 50001-121074322074-PAYMENT FROM PHONE,7752013365438444,23/07/2025,,33267.82,-860710.64
23/07/2025,UPI-GHANSHYAM GURJAR-GHANSHYAMG810@AXL 9967999-634885544603-PAYMENT FROM PH ONE,3854005467932405,23/07/2025,,33733.64,-826977.0
23/07/2025,UPI-RACHANA RAWAT-493499182R@AXL-FINO00 20001-830341090192-PAYMENT FROM PHONE,6135486611994163,23/07/2025,,21354.27,-805622.73
23/07/2025,UPI-SAMRIYA KIRANA STORE-VYAPAR.38743183 7882@HDFCBANK-HDFC0MERUPI-411976073352-P AYMENT FROM PHONE,3306576069669099,23/07/2025,2910.65,,-808533.38
23/07/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTOMARKETPLAC 640081.RZP@RXAXIS-UTIB0000RZP-899800482381 45-PAYMENT FROM PHONE,1626416289820173,23/07/2025,932.34,,-809465.72
23/07/2025,UPI-FLIPKART PAYMENTS-PAYTM-38873109@PTY BL-YESB0PTMUPI-309009232500-EXPRESS,4216077135210410,23/07/2025,6797.63,,-816263.35
23/07/2025,UPI-SHAILENDRA PRAJAPAT-PAYTM.S73328@PT Y-YESB0MCHUPI-225853561582-PAYMENT FROM PHONE,5872676778311964,23/07/2025,5465.34,,-821728.69
24/07/2025,UPI-SWIGGY-8402456549@HDFCBANK-HDFC0MERUP I-293288287811-SWIGGY FOOD,3259911557185051,24/07/2025,730.49,,-822459.18
24/07/2025,UPI-MEESHO TECHNOLOGIES -MEESHOONLINEPG@ AXL-UTIB0AXLUPI-596307196600-UPI INTENT,4070842779408653,24/07/2025,7429.76,,-829888.94
24/07/2025,UPI-MSBHUMI JUNCTION NX-EAZYPAY.ZKIAW94C 6SND4LR@ICICI-ICIC0DC0099-351849281878-P AYMENT FROM PHONE,5952282506900501,24/07/2025,521.44,,-830410.38
25/07/2025,UPI-BLINKIT-BLINKIT.PAYU@HDFCBANK-HDFC0M ERUPI-355013511070-UPIINTENT,4690335654106743,25/07/2025,492.75,,-830903.13
25/07/2025,UPI-M S SUPREME TRANSPOR-SUPREMETRANSPOR T527-6@OKICICI-ICIC8384389-412836294048- PAYMENT FROM PHONE,6520523857547774,25/07/2025,1844.37,,-832747.5
25/07/2025,UPI-FLIPKART PAYMENTS-PAYTM-58445837@PTY BL-YESB0PTMUPI-942432657163-EXPRESS,1367586009362597,25/07/2025,946.66,,-833694.16
25/07/2025,UPI-AIRTEL RECHARGE-AIRTELPREDIRECT3@AXL -UTIB0AXLUPI-570189279181-PAYMENT FROM P HONE,9124875301725065,25/07/2025,1431.29,,-835125.45
25/07/2025,UPI-KAMLESH KUMAR BANJARA-KAMLESHPAT53-2@O KHDFCBANK-HDFC7397468-342944886541-PAYME NT FROM PHONE,2401045151644059,25/07/2025,39676.14,,-874801.59
26/07/2025,UPI-MR PANKAJ BHAT-9102181447-4@YBL-CBI N5136991-289795738447-PAYMENT FROM PHONE,6775184891556213,26/07/2025,,1803.73,-872997.86
26/07/2025,UPI-CHAAYOS-8383486237@HDFCBANK HDFC0MERUPI-505862536656-PAYMENT FROM PHONE,4101352253580140,26/07/2025,199.72,,-873197.58
27/07/2025,UPI-VINOD-VINODBAGADA9@AXL-SBIN0030057-2 951139962467-PAYMENT FROM PHONE,8388571326578906,27/07/2025,,18594.0,-854603.58
27/07/2025,UPI-MAHESH KUMAR MALI-8508997327@YBL-SBI N0030057-205195464051-PAYMENT FROM PHONE,3953103860246924,27/07/2025,,39834.84,-814768.74
27/07/2025,UPI-SWIGGY-9713503370@HDFCBANK-HDFC0MERUP I-312605915082-SWIGGY FOOD,1982999338399226,27/07/2025,667.01,,-815435.75
27/07/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-593779031088-BLINKIT PAYMENT,2169836051378617,27/07/2025,726.01,,-816161.76
28/07/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTO.PAYU@AXIS BANK-UTIB0000100-982643827269-PAYMENT FR OM PHONE,3112195622566457,28/07/2025,556.22,,-816717.98
28/07/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTO.PAYU@AXIS BANK-UTIB0000100-956408412905-PAYMENT FR OM PHONE,2094153112444153,28/07/2025,981.97,,-817699.95
28/07/2025,UPI-AIRTEL RECHARGE-AIRTELPREDIRECT1@YBL -YESB0YBLUPI-850399870208-PAYMENT FROM P HONE,8056533548579058,28/07/2025,1748.46,,-819448.41
01/08/2025,NEFT/INFOSYS LIMITED/MONTHLY SALARY,8711930123435907,01/08/2025,,86171,-733277.41
01/08/2025,UPI-CHAAYOS-9197590770@HDFCBANK HDFC0MERUPI-435330830587-PAYMENT FROM PHONE,8074670373203488,01/08/2025,743.56,,-734020.97
01/08/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@AXL-UTI B0AXLUPI-944046672033-PAYMENT FOR 100006,1884200236465666,01/08/2025,602.25,,-734623.22
01/08/2025,UPI-MR SIDDHARTH CHHABR-Q860827386@YBL-994215155186 YESB0YBLUPI-406506331528-PAYMENT FROM PH ONE,1025024047929078,01/08/2025,20820.6,,-755443.82
02/08/2025,UPI-OLA CABS-9175584193@PTYBL YESB0PTMUPI-526075566051-AUTO PAYMENT,3922502064224072,02/08/2025,244.79,,-755688.61
02/08/2025,UPI-OLA CABS-9139003662@PTYBL YESB0PTMUPI-380870204393-AUTO PAYMENT,7874726813925017,02/08/2025,1578.81,,-757267.42
02/08/2025,BBPS/BESCOM/ELECTRICITY/BILL PAY,4228610913653867,02/08/2025,34.1,,-757301.52
03/08/2025,UPI-JABIR HUSAIN TAI-9214545528@YBL-SBIN 33790-727462580155-PAYMENT FROM PHONE,3340459022500319,03/08/2025,44159.8,,-801461.32
04/08/2025,UPI-SAMRIYA KIRANA STORE-VYAPAR.33446425 6831@HDFCBANK-HDFC0MERUPI-710978288786-P AYMENT FROM PHONE,9802400750565879,04/08/2025,1526.66,,-802987.98
04/08/2025,UPI-TAKEUFORWARD-TAKEUFORWARD560071.RZP@ RXAIRTEL-AIRP0000011-838689492208-PAYMEN TTOTAKEUFORW,1262978151001876,04/08/2025,4630.46,,-807618.44
05/08/2025,UPI-BLINKIT-BLINKIT.PAYU@HDFCBANK-HDFC0M ERUPI-937860063667-UPIINTENT,1308447972219475,05/08/2025,182.37,,-807800.81
05/08/2025,UPI-APOLLO PHARMACIES LI-SBIPMOPAD.02PYM 549426320443-PAYMENT FROM PHONE,5397170600792936,05/08/2025,1873.83,,-809674.64
05/08/2025,UPI-KALA KUNJ KOTA-VYAPAR.658717654665@H DFCBANK-HDFC0MERUPI-494582914915-PAYMENT FROM PHONE,4734941343140731,05/08/2025,31234.19,,-840908.83
06/08/2025,UPI-MAHESH KUMAR MALI-7701637012@YBL-SBI N0030057-792240845862-PAYMENT FROM PHONE,6768526553326256,06/08/2025,,28639.51,-812269.32
07/08/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-957139524784-BLINKIT PAYMENT,6745648324802579,07/08/2025,1658.38,,-813927.7
07/08/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTO.PAYU@AXIS BANK-UTIB0000100-522321907814-PAYMENT FR OM PHONE,8561614299854959,07/08/2025,2715.7,,-816643.4
07/08/2025,UPI-UBER-7883694437@HDFCBANK HDFC0MERUPI-776196033135-RIDE PAYMENT,2043773633538557,07/08/2025,877.18,,-817520.58
07/08/2025,UPI-SRN PRINTERS-BHARATPE.50091787585@FB PE-FDRL0001382-794423659791-PAY TO BHARA TPE ME,9524075798400147,07/08/2025,68.51,,-817589.09
08/08/2025,UPI-BLINKIT-BLINKIT.PAYU@HDFCBANK-HDFC0M ERUPI-718245952902-UPIINTENT,6908562052006449,08/08/2025,493.6,,-818082.69
08/08/2025,UPI-BPCL UFILL 3-PAYTMQR20732350@PAYTM-YE SB0PTMUPI-532146997702-PAYMENT FROM PHON E,8522631906196095,08/08/2025,1706.16,,-819788.85
08/08/2025,UPI-AMAZON PAY-9250758511@AMAZON UTIB0000100-999575233120-ORDER PAYMENT,6745858488651476,08/08/2025,7412.36,,-827201.21
08/08/2025,UPI-FLIPKART PAYMENTS-PAYTM-85640876@PTY BL-YESB0PTMUPI-253497161000-EXPRESS,7223855744907282,08/08/2025,3015.65,,-830216.86
08/08/2025,UPI-GOOGLE-PLAYSTORE1.BD@AXISBANK-UTIB00 31995-727971061703-MANDATEEXECUTE,6320061953622592,08/08/2025,713.81,,-830930.67
10/08/2025,UPI-VIJAY JUICE POINT-PAYTM.S23003@PTY- YESB0MCHUPI-739871838881-PAYMENT FROM PH ONE,3774572443872349,10/08/2025,353.21,,-831283.88
10/08/2025,UPI-KALA KUNJ KOTA-VYAPAR.844122499373@H DFCBANK-HDFC0MERUPI-142502228062-PAYMENT FROM PHONE,5356695411801939,10/08/2025,3004.14,,-834288.02
11/08/2025,UPI-MR PANKAJ BHAT-9434225457-5@YBL-CBI N4078969-266205562182-PAYMENT FROM PHONE,4254564853154390,11/08/2025,,1736.27,-832551.75
11/08/2025,UPI-BLINKIT-BLINKIT.PAYU@HDFCBANK-HDFC0M ERUPI-950519474052-UPIINTENT,2782048738434664,11/08/2025,145.71,,-832697.46
11/08/2025,UPI-UBER-8329897461@HDFCBANK HDFC0MERUPI-883996946544-RIDE PAYMENT,4164183859288666,11/08/2025,1830.37,,-834527.83
11/08/2025,UPI-AVIRAL MITTAL-AVIRAL.23@YBL-SBIN003 0057-232324337716-PAYMENT FROM PHONE,7011472402973594,11/08/2025,34023.45,,-868551.28
12/08/2025,UPI-GHANSHYAM GURJAR-GHANSHYAMG678@AXL 3485710-863470717418-PAYMENT FROM PH ONE,3395244911395076,12/08/2025,,35099.99,-833451.29
12/08/2025,UPI-AVIRAL MITTAL-AVIRAL.23@YBL-SBIN003 0057-580089227382-PAYMENT FROM PHONE,7600518624892380,12/08/2025,9521.68,,-842972.97
12/08/2025,ACH/SBI MF/SIP/BLUECHIP FUND,1995023479943241,12/08/2025,4377.34,,-847350.31
13/08/2025,UPI-SAYUSH MITTAL-SAYUSHMITTAL16@OKHDFCB ANK-HDFC0005830-724615451848-UPI,1627817299126629,13/08/2025,,22819.16,-824531.15
13/08/2025,UPI-RAVI CARPENTER-7040495264@YBL-SBIN0 11978-969310585150-PAYMENT FROM PHONE,7657039543644131,13/08/2025,893.06,,-825424.21
13/08/2025,UPI-KWATRA-IBKPOS.EP444773@ICICI-ICIC000 7582-602076765348-PAYMENT FROM PHONE,4780277480130963,13/08/2025,22933.2,,-848357.41
14/08/2025,UPI-BLINKIT-BLINKIT.PAYU@HDFCBANK-HDFC0M ERUPI-786881459307-UPIINTENT,8546418193724427,14/08/2025,320.22,,-848677.63
14/08/2025,UPI-ETISHA MITTAL-7123142251-5@AXL-UBIN0 395149-365184532088-PAYMENT FROM PHONE,1014953400589146,14/08/2025,28204.07,,-876881.7
15/08/2025,UPI-SWIGGY-8215632977@HDFCBANK-HDFC0MERUP I-379861861166-SWIGGY FOOD,1287611458923071,15/08/2025,625.35,,-877507.05
15/08/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTOMARKETPLAC 449063.RZP@RXAXIS-UTIB0000RZP-378996395422 47-PAYMENT FROM PHONE,2682204501327387,15/08/2025,2824.45,,-880331.5
15/08/2025,BBPS/BESCOM/ELECTRICITY/BILL PAY,2804076628540358,15/08/2025,1777.26,,-882108.76
15/08/2025,UPI-ETISHA MITTAL-7014158539-4@AXL-UBIN0 174136-846171418904-PAYMENT FROM PHONE,3635133962652868,15/08/2025,20355.28,,-902464.04
16/08/2025,UPI-JAIN DAIRY COLDRINKS-Q240824812@YBL- YESB0YBLUPI-878253922611-PAYMENT FROM PH ONE,8117940639297470,16/08/2025,509.49,,-902973.53
16/08/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@AXL-UTI B0AXLUPI-527297922294-PAYMENT FOR 100006,6076133524769496,16/08/2025,558.33,,-903531.86
16/08/2025,UPI-EKART-EKART@YBL-YESB0YBLUPI-68560012 4678-PAYMENT FOR REFCL4,2062746815560169,16/08/2025,4830.87,,-908362.73
16/08/2025,UPI-APOLLO PHARMACIES LI-SBIPMOPAD.02PYM 434367988491-PAYMENT FROM PHONE,3933025656265458,16/08/2025,1444.05,,-909806.78
16/08/2025,UPI-MAHESH KUMAR MALI-7985546220@YBL-SBI N0030057-425480912767-PAYMENT FROM PHONE,6046341457141142,16/08/2025,41304.97,,-951111.75
17/08/2025,UPI-SHAILENDRA PRAJAPAT-PAYTM.S52932@PT Y-YESB0MCHUPI-783486739317-PAYMENT FROM PHONE,3198526547921275,17/08/2025,42858.51,,-993970.26
18/08/2025,UPI-MAHESH KUMAR MALI-9466429497@YBL-SBI N0030057-164746361005-PAYMENT FROM PHONE,9987227097265357,18/08/2025,,28702.18,-965268.08
18/08/2025,UPI-ZOMATO-PAYZOMATO@HDFCBANK-HDFC0MERUP I-310091355160-PAYMENT FROM PHONE,5279912905071026,18/08/2025,675.5,,-965943.58
18/08/2025,ACH/JIO/RECHARGE/4G PLAN,8842913511761509,18/08/2025,560.25,,-966503.83
19/08/2025,UPI-LOCAL DHABA-PAYTMQR3691990@PTYS YESB0PTMUPI-628763760056-PAYMENT FROM PHONE,2278511933996835,19/08/2025,371.02,,-966874.85
19/08/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@YBL-YES B0YBLUPI-544265757618-PAYMENT FOR 100006,3672679649636500,19/08/2025,998.07,,-967872.92
19/08/2025,UPI-MSBEAUX FASHION-IBKPOS.EP47664@ICIC I-ICIC0000004-264024927493-PAYMENT FROM PHONE,2516742764588225,19/08/2025,3837.05,,-971709.97
19/08/2025,UPI-ETISHA MITTAL-9993121924-2@AXL-UBIN0 437534-744864373197-PAYMENT FROM PHONE,4706764410811890,19/08/2025,34317.01,,-1006026.98
20/08/2025,UPI-SWIGGY-8160681973@HDFCBANK-HDFC0MERUP I-351605470696-SWIGGY FOOD,5982525208436375,20/08/2025,492.78,,-1006519.76
20/08/2025,UPI-AVIRAL MITTAL-AVIRAL.23@YBL-SBIN003 0057-572432798608-PAYMENT FROM PHONE,6850303597692235,20/08/2025,6931.71,,-1013451.47
21/08/2025,UPI-BPCL UFILL 7-PAYTMQR43888876@PAYTM-YE SB0PTMUPI-482051324554-PAYMENT FROM PHON E,8482989256635834,21/08/2025,1639.81,,-1015091.28
21/08/2025,UPI-RAKESH KUMAR PATIDA-RAKESHSIOTA27-5@O KHDFCBANK-HDFC8919696-121407200445-PAYME NT FROM PHONE,2652777458823583,21/08/2025,44265.91,,-1059357.19
22/08/2025,UPI-MAHESH KUMAR MALI-8455900276@YBL-SBI N0030057-927827578054-PAYMENT FROM PHONE,3224257269556554,22/08/2025,,34657.18,-1024700.01
22/08/2025,UPI-ZOMATO-PAYZOMATO@HDFCBANK-HDFC0MERUP I-511881362231-PAYMENT FROM PHONE,5379526723703623,22/08/2025,647.49,,-1025347.5
22/08/2025,UPI-BLINKIT-BLINKIT.PAYU@HDFCBANK-HDFC0M ERUPI-990377357321-UPIINTENT,6963602607449856,22/08/2025,253.81,,-1025601.31
22/08/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTOMARKETPLAC 433088.RZP@RXAXIS-UTIB0000RZP-713306225866 73-PAYMENT FROM PHONE,7882596005655530,22/08/2025,1687.9,,-1027289.21
22/08/2025,UPI-MS KAMAL ENTERPRISES-Q924838138@YBL UTIB0000553-922824333004-PAYMENT FROM PH ONE,7446539021924761,22/08/2025,375.85,,-1027665.06
22/08/2025,UPI-MR SIDDHARTH CHHABR-Q789233578@YBL-109470291917 YESB0YBLUPI-442828240710-PAYMENT FROM PH ONE,3180649278453915,22/08/2025,1845.41,,-1029510.47
23/08/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-989120970470-BLINKIT PAYMENT,2180053151778692,23/08/2025,91.88,,-1029602.35
23/08/2025,UPI-EKART-EKART2.PAYU@AXISBANK-UTIB00001 00-172959344159-UPIQR,6464374973021508,23/08/2025,2138.79,,-1031741.14
24/08/2025,UPI-RADESHYAM CHAUDHARY-DIMPALCHOUDHARY 7645@AXL-SBIN0030057-435466520017-PAYMENT T FROM PHONE,9438317461828090,24/08/2025,,31586.3,-1000154.84
24/08/2025,UPI-APOLLO PHARMACIES LI-SBIPMOPAD.02PYM 439125206735-PAYMENT FROM PHONE,1400404236242520,24/08/2025,1317.69,,-1001472.53
24/08/2025,NACH/BAJAJ FINANCE/EMI DEBIT,6688343772186499,24/08/2025,19890.01,,-1021362.54
25/08/2025,UPI-EKART-EKART@YBL-YESB0YBLUPI-56006510 6783-PAYMENT FOR REFCL7,9388093516535134,25/08/2025,2052.35,,-1023414.89
26/08/2025,UPI-VINOD-VINODBAGADA7@AXL-SBIN0030057-2 540149416990-PAYMENT FROM PHONE,2956719690979800,26/08/2025,,33917.53,-989497.36
26/08/2025,UPI-BIGBASKET-9688930427@HDFCBANK HDFC0MERUPI-777083041284-GROCERY ORDER,2859336471232653,26/08/2025,1259.95,,-990757.31
26/08/2025,UPI-MR SIDDHARTH CHHABR-Q443086673@YBL-168798293141 YESB0YBLUPI-403841022443-PAYMENT FROM PH ONE,1309880100548215,26/08/2025,44968.85,,-1035726.16
27/08/2025,UPI-SAYUSH MITTAL-SAYUSHMITTAL22@OKHDFCB ANK-HDFC0005830-710145282861-UPI,8116820814562647,27/08/2025,,213.9,-1035512.26
02/09/2025,NEFT/INFOSYS LIMITED/MONTHLY SALARY,2152698162304742,02/09/2025,,89448,-946064.26
03/09/2025,UPI-SWIGGY-8282353200@HDFCBANK-HDFC0MERUP I-624133035980-SWIGGY FOOD,8768072707733961,03/09/2025,362.02,,-946426.28
03/09/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@AXL-UTI B0AXLUPI-376215522039-PAYMENT FOR 100006,1710129259997175,03/09/2025,1558.44,,-947984.72
04/09/2025,UPI-GHANSHYAM GURJAR-GHANSHYAMG113@AXL 1201569-465910776972-PAYMENT FROM PH ONE,3366073423067888,04/09/2025,,27780.98,-920203.74
04/09/2025,UPI-SHREERAM STATIONERY -Q93094520@YBL-B KID2514442-185140332157-PAYMENT FROM PHO NE,9580471785172772,04/09/2025,2331.05,,-922534.79
04/09/2025,UPI-UBER-9932254988@HDFCBANK HDFC0MERUPI-258309599502-RIDE PAYMENT,6814473161673077,04/09/2025,387.2,,-922921.99
05/09/2025,UPI-VINOD-VINODBAGADA4@AXL-SBIN0030057-4 502422010653-PAYMENT FROM PHONE,7711203142370347,05/09/2025,,33854.78,-889067.21
05/09/2025,UPI-DEVKARAN MEENA-9916605394@YBL-FINO00 22934-601218851422-PAYMENT FROM PHONE,1731499709575323,05/09/2025,,23766.49,-865300.72
05/09/2025,UPI-KWATRA-IBKPOS.EP870693@ICICI-ICIC000 6646-749462087081-PAYMENT FROM PHONE,5886493706843409,05/09/2025,278.89,,-865579.61
06/09/2025,UPI-MR PANKAJ BHAT-9537516951-1@YBL-CBI N4545782-217713188932-PAYMENT FROM PHONE,5431633052189787,06/09/2025,,15747.96,-849831.65
06/09/2025,UPI-MR PANKAJ BHAT-7864000295-3@YBL-CBI N5401411-820768883362-PAYMENT FROM PHONE,8792609873556428,06/09/2025,,2993.54,-846838.11
06/09/2025,UPI-BIGBASKET-9032209873@HDFCBANK HDFC0MERUPI-396014855674-GROCERY ORDER,3564856832773835,06/09/2025,1012.64,,-847850.75
06/09/2025,UPI-AVIRAL MITTAL-AVIRAL.23@YBL-SBIN003 0057-915474893906-PAYMENT FROM PHONE,9938917842517997,06/09/2025,38977.49,,-886828.24
06/09/2025,UPI-AVIRAL MITTAL-AVIRAL.23@YBL-SBIN003 0057-176913143893-PAYMENT FROM PHONE,7041198224390971,06/09/2025,16130.7,,-902958.94
07/09/2025,UPI-GHANSHYAM GURJAR-GHANSHYAMG296@AXL 8961159-700678704847-PAYMENT FROM PH ONE,4668614150854385,07/09/2025,,6308.3,-896650.64
07/09/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@YBL-YES B0YBLUPI-160505695730-PAYMENT FOR 100006,6104787781800365,07/09/2025,587.16,,-897237.8
07/09/2025,NACH/BAJAJ FINANCE/EMI DEBIT,9332137389024203,07/09/2025,18878.04,,-916115.84
08/09/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-139890958925-BLINKIT PAYMENT,8302897653114064,08/09/2025,562.15,,-916677.99
09/09/2025,UPI-SAYUSH MITTAL-SAYUSHMITTAL37@OKHDFCB ANK-HDFC0005830-774233430139-UPI,7590120877616822,09/09/2025,,19893.45,-896784.54
09/09/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-573659687985-BLINKIT PAYMENT,6182905869708837,09/09/2025,448.49,,-897233.03
09/09/2025,UPI-BLINKIT-BLINKIT.PAYU@HDFCBANK-HDFC0M ERUPI-648046400353-UPIINTENT,8865664952580508,09/09/2025,651.02,,-897884.05
09/09/2025,UPI-NETFLIX COM-NETFLIXUPI.PAYU@HDFCBANK -HDFC0MERUPI-769782211780-MONTHLY AUTOPA Y. C,9930506933895891,09/09/2025,281.93,,-898165.98
09/09/2025,UPI-M S SUPREME TRANSPOR-SUPREMETRANSPOR T277-4@OKICICI-ICIC8142292-513208138712- PAYMENT FROM PHONE,9087849626832324,09/09/2025,1940.49,,-900106.47
09/09/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@YBL-YES B0YBLUPI-962170665684-PAYMENT FOR 100006,6253751014653715,09/09/2025,79.22,,-900185.69
09/09/2025,UPI-FLIPKART PAYMENTS-PAYTM-36120414@PTY BL-YESB0PTMUPI-838543141616-EXPRESS,7823698810773360,09/09/2025,2171.93,,-902357.62
09/09/2025,UPI-RAKSHA NYATI-Q327899239@YBL-YESB0YBL UPI-844111322021-PAYMENT FROM PHONE,6741122588604807,09/09/2025,69.17,,-902426.79
10/09/2025,UPI-MR PANKAJ BHAT-7589315558-3@YBL-CBI N5063658-693124753194-PAYMENT FROM PHONE,1151849483654401,10/09/2025,,35207.51,-867219.28
10/09/2025,UPI-RACHANA RAWAT-975633790R@AXL-FINO00 10001-204205870358-PAYMENT FROM PHONE,3584893670733305,10/09/2025,,10879.23,-856340.05
10/09/2025,UPI-FLIPKART PAYMENTS-PAYTM-63496533@PTY BL-YESB0PTMUPI-437853475563-PAYMENT FROM PHONE,4741736544074279,10/09/2025,2287.04,,-858627.09
10/09/2025,UPI-FLIPKART PAYMENTS-PAYTM-18657026@PTY BL-YESB0PTMUPI-944332645609-EXPRESS,7310014777162772,10/09/2025,6250.26,,-864877.35
10/09/2025,ACH/JIO/RECHARGE/4G PLAN,4728034668518491,10/09/2025,765.11,,-865642.46
11/09/2025,UPI-SWIGGY-7447221842@HDFCBANK-HDFC0MERUP I-816030741586-SWIGGY FOOD,1859502118821595,11/09/2025,392.6,,-866035.06
11/09/2025,UPI-SHREERAM STATIONERY -Q19164618@YBL-B KID2203394-700606623780-PAYMENT FROM PHO NE,7588436438830686,11/09/2025,2400.22,,-868435.28
11/09/2025,UPI-KALA KUNJ KOTA-VYAPAR.948785688390@H DFCBANK-HDFC0MERUPI-573099340263-PAYMENT FROM PHONE,6398600155716805,11/09/2025,36566.16,,-905001.44
11/09/2025,ACH/SBI MF/SIP/BLUECHIP FUND,6698573217688061,11/09/2025,3509.51,,-908510.95
